PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Title patch,Title patch status,Title length,No. of titles,Is indexable page
21,https://createmy-qr.com/ms/syarat-perkhidmatan,"Penjana Kod QR Percuma Dalam Talian - CreateMy-QR (No Signup) | Syarat Perkhidmatan
Penjana Kod QR types.terms - Percuma & Tersuai | CreateMy-QR
Syarat Perkhidmatan | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"83
60
33",3,true
21,https://createmy-qr.com/vi/chinh-sach-bao-mat,"Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR (No Signup) | Chính sách bảo mật
Trình tạo mã QR types.privacy - Miễn phí & Tùy chỉnh | CreateMy-QR
Chính sách bảo mật | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"76
66
32",3,true
21,https://createmy-qr.com/uk/whatsapp-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду WhatsApp – безкоштовний і користувацький | CreateMy-QR
WhatsApp - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"72
63",2,true
21,https://createmy-qr.com/fr/cas-d-utilisation,"Générateur de Code QR Gratuit en Ligne - CreateMy-QR (No Signup) | Cas d'utilisation
Générateur de code QR types.usecases - Gratuit et personnalisé | CreateMy-QR
Cas d'utilisation | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"84
76
31",3,true
21,https://createmy-qr.com/fr/telephone-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Téléphone - Gratuit et personnalisé | CreateMy-QR
Téléphone - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
64",2,true
21,https://createmy-qr.com/uk/100-bezkoshtovni-cini,"Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR (No Signup) | 100% безкоштовні ціни
Генератор QR-коду types.pricing – безкоштовний і користувацький | CreateMy-QR
100% безкоштовні ціни | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"88
77
35",3,true
21,https://createmy-qr.com/fi/url-link-ilmainen-qr-koodigeneraattori-netissa,"Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR (No Signup) | CreateMy-QR
Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"77
63",2,true
21,https://createmy-qr.com/tr/araclari-karsilastir,"Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR (No Signup) | Araçları Karşılaştır
types.compare QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Araçları Karşılaştır | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"85
64
34",3,true
21,https://createmy-qr.com/fr/langues-prises-en-charge,"Générateur de Code QR Gratuit en Ligne - CreateMy-QR (No Signup) | Langues prises en charge
Générateur de code QR types.languages - Gratuit et personnalisé | CreateMy-QR
Langues prises en charge | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"91
77
38",3,true
21,https://createmy-qr.com/de/video-kostenloser-qr-code-generator-online,"Video QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Video - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
58",2,true
21,https://createmy-qr.com/de/venmo-kostenloser-qr-code-generator-online,"Venmo QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Venmo - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
58",2,true
21,https://createmy-qr.com/de/audio-kostenloser-qr-code-generator-online,"Audio QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Audio - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
58",2,true
21,https://createmy-qr.com/it/whatsapp-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Whatsapp - Gratuito e personalizzato | CreateMy-QR
Whatsapp - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
62",2,true
21,https://createmy-qr.com/it/chi-siamo,"Generatore di Codici QR Gratis Online - CreateMy-QR (No Signup) | Chi siamo
Generatore di codici QR types.about - Gratuito e personalizzato | CreateMy-QR
Chi siamo | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
77
23",3,true
21,https://createmy-qr.com/it/amazon-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Amazzonia - Gratuito e personalizzato | CreateMy-QR
Amazzonia - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
63",2,true
21,https://createmy-qr.com/it/spotify-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Spotify - Gratuito e personalizzato | CreateMy-QR
Spotify - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
61",2,true
21,https://createmy-qr.com/no/personvernerklaering,"Gratis QR-kode Generator Online - CreateMy-QR (No Signup) | Personvernerklæring
types.privacy QR Code Generator - Gratis og tilpasset | CreateMy-QR
Personvernerklæring | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"79
67
33",3,true
21,https://createmy-qr.com/it/crypto-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Cripto - Gratuito e personalizzato | CreateMy-QR
Cripto - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"72
60",2,true
21,https://createmy-qr.com/sv/sakerhetsarkitektur,"Gratis QR-kod Generator Online - CreateMy-QR (No Signup) | Säkerhetsarkitektur
types.security QR Code Generator - Gratis & anpassad | CreateMy-QR
Säkerhetsarkitektur | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"78
66
33",3,true
21,https://createmy-qr.com/cs/zasady-ochrany-osobnich-udaju,"Zdarma Online Generátor QR Kódů - CreateMy-QR (No Signup) | Zásady ochrany osobních údajů
types.privacy generátor QR kódu – zdarma a na míru | CreateMy-QR
Zásady ochrany osobních údajů | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"89
64
43",3,true
21,https://createmy-qr.com/sv/sprak-som-stods,"Gratis QR-kod Generator Online - CreateMy-QR (No Signup) | Språk som stöds
types.languages QR Code Generator - Gratis & anpassad | CreateMy-QR
Språk som stöds | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
67
29",3,true
21,https://createmy-qr.com/it/lingue-supportate,"Generatore di Codici QR Gratis Online - CreateMy-QR (No Signup) | Lingue supportate
Generatore di codici QR types.languages - Gratuito e personalizzato | CreateMy-QR
Lingue supportate | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"83
81
31",3,true
21,https://createmy-qr.com/de/whatsapp-kostenloser-qr-code-generator-online,"WhatsApp QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
WhatsApp - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
61",2,true
21,https://createmy-qr.com/fr/google-review-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Avis Google - Gratuit et personnalisé | CreateMy-QR
Avis Google - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
66",2,true
21,https://createmy-qr.com/no/sammenlign-verktoy,"Gratis QR-kode Generator Online - CreateMy-QR (No Signup) | Sammenlign verktøy
types.compare QR Code Generator - Gratis og tilpasset | CreateMy-QR
Sammenlign verktøy | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"78
67
32",3,true
21,https://createmy-qr.com/it/generatore-di-codici-qr-gratis-online,"Generatore di codici a barre online gratuito - Crea codici a barre 1D
Generatore di codici QR types.barcode - Gratuito e personalizzato | CreateMy-QR
barcode - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"69
79
61",3,true
21,https://createmy-qr.com/th/ekiiywkaberaa,"เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR (No Signup) | เกี่ยวกับเรา
types.about เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
เกี่ยวกับเรา | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"77
62
26",3,true
21,https://createmy-qr.com/es/arquitectura-de-seguridad,"Generador de Códigos QR Gratis Online - CreateMy-QR (No Signup) | Arquitectura de seguridad
Generador de códigos QR types.security: gratuito y personalizado | CreateMy-QR
Arquitectura de seguridad | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"91
78
39",3,true
21,https://createmy-qr.com/nl/beveiligingsarchitectuur,"Gratis QR Code Generator Online - CreateMy-QR (No Signup) | Beveiligingsarchitectuur
types.security QR-codegenerator - gratis en aangepast | CreateMy-QR
Beveiligingsarchitectuur | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"84
67
38",3,true
21,https://createmy-qr.com/ar/url-link-mwld-rmz-lstjb-lsryaa-mjny,"مولد رمز الاستجابة السريعة مجاني - CreateMy-QR (No Signup) | CreateMy-QR
مولد رمز الاستجابة السريعة مجاني - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"72
58",2,true
21,https://createmy-qr.com/es/discord-generador-de-codigos-qr-gratis-online,"Generador de códigos QR Discordia: gratuito y personalizado | CreateMy-QR
Discordia - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
63",2,true
21,https://createmy-qr.com/ru/google-forms-besplatnyy-generator-qr-kodov-onlayn,"Google Формы Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Google Формы - Бесплатный генератор QR-кодов онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
65",2,true
21,https://createmy-qr.com/pl/lokalizacja-darmowy-generator-kodow-qr-online,"Generator kodów QR Lokalizacja — bezpłatny i niestandardowy | CreateMy-QR
Lokalizacja - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
61",2,true
21,https://createmy-qr.com/pl/url-link-darmowy-generator-kodow-qr-online,"Darmowy Generator Kodów QR Online - CreateMy-QR (No Signup) | CreateMy-QR
Darmowy Generator Kodów QR Online - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"73
59",2,true
21,https://createmy-qr.com/th/epriiybethiiybekhruue-ngmuue,"เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR (No Signup) | เปรียบเทียบเครื่องมือ
types.compare เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
เปรียบเทียบเครื่องมือ | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"86
64
35",3,true
21,https://createmy-qr.com/ru/politika-konfidencialnosti,"Бесплатный генератор QR-кодов онлайн - CreateMy-QR (No Signup) | Политика конфиденциальности
types.privacy Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Политика конфиденциальности | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"92
75
41",3,true
21,https://createmy-qr.com/da/url-link-gratis-qr-kode-generator-online,"Gratis QR Kode Generator Online - CreateMy-QR (No Signup) | CreateMy-QR
Gratis QR Kode Generator Online - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"71
57",2,true
21,https://createmy-qr.com/es/idiomas-admitidos,"Generador de Códigos QR Gratis Online - CreateMy-QR (No Signup) | Idiomas admitidos
Generador de códigos QR types.languages: gratuito y personalizado | CreateMy-QR
Idiomas admitidos | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"83
79
31",3,true
21,https://createmy-qr.com/it/telegram-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Telegramma - Gratuito e personalizzato | CreateMy-QR
Telegramma - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"76
64",2,true
21,https://createmy-qr.com/da/sikkerhedsarkitektur,"Gratis QR Kode Generator Online - CreateMy-QR (No Signup) | Sikkerhedsarkitektur
types.security QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Sikkerhedsarkitektur | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"80
74
34",3,true
21,https://createmy-qr.com/uk/youtube-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду YouTube – безкоштовний і користувацький | CreateMy-QR
YouTube - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
62",2,true
21,https://createmy-qr.com/es/ubicacion-generador-de-codigos-qr-gratis-online,"Generador de códigos QR Ubicación: gratuito y personalizado | CreateMy-QR
Ubicación - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
63",2,true
21,https://createmy-qr.com/pt/crypto-gerador-de-codigo-qr-gratis-online,"Gerador de código QR Criptografia - gratuito e personalizado | CreateMy-QR
Criptografia - Gerador de Código QR Grátis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
63",2,true
21,https://createmy-qr.com/ro/google-review-generator-de-coduri-qr-gratuit-online,"Google Review QR Code Generator - Gratuit și personalizat | CreateMy-QR
Google Review - Generator de Coduri QR Gratuit Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
67",2,true
21,https://createmy-qr.com/fi/ilmainen-qr-koodigeneraattori-netissa,"Ilmainen viivakoodigeneraattori verkossa - Luo 1D-viivakoodeja
types.barcode QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
barcode - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"62
73
61",3,true
21,https://createmy-qr.com/es/app-store-generador-de-codigos-qr-gratis-online,"Generador de códigos QR Tienda de aplicaciones: gratuito y personalizado | CreateMy-QR
Tienda de aplicaciones - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"86
76",2,true
21,https://createmy-qr.com/es/whatsapp-generador-de-codigos-qr-gratis-online,"Generador de códigos QR Whatsapp: gratuito y personalizado | CreateMy-QR
Whatsapp - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"72
62",2,true
21,https://createmy-qr.com/it/immagine-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Immagine - Gratuito e personalizzato | CreateMy-QR
Immagine - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
62",2,true
21,https://createmy-qr.com/de/x-twitter-kostenloser-qr-code-generator-online,"X (Twitter) QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
X (Twitter) - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"77
64",2,true
21,https://createmy-qr.com/pl/skaner-kodow-kreskowych-darmowy-generator-kodow-qr-online,"Bezpłatny skaner kodów kreskowych online — skanuj kody UPC i EAN
Generator kodów QR Skaner kodów kreskowych — bezpłatny i niestandardowy | CreateMy-QR
Skaner kodów kreskowych - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"64
85
73",3,true
21,https://createmy-qr.com/uk/politika-konfidenciynosti,"Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR (No Signup) | Політика конфіденційності
Генератор QR-коду types.privacy – безкоштовний і користувацький | CreateMy-QR
Політика конфіденційності | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"92
77
39",3,true
21,https://createmy-qr.com/tl/mga-sinusuportahang-wika,"Libreng Online QR Code Generator - CreateMy-QR (No Signup) | Mga Sinusuportahang Wika
types.languages QR Code Generator - Libre at Custom | CreateMy-QR
Mga Sinusuportahang Wika | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"85
65
38",3,true
21,https://createmy-qr.com/hu/url-ingyenes-online-qr-kod-generator,"Ingyenes Online QR-kód Generátor - CreateMy-QR (No Signup) | CreateMy-QR
Ingyenes Online QR-kód Generátor - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"72
58",2,true
21,https://createmy-qr.com/cs/bezpecnostni-architektura,"Zdarma Online Generátor QR Kódů - CreateMy-QR (No Signup) | Bezpečnostní architektura
types.security generátor QR kódu – zdarma a na míru | CreateMy-QR
Bezpečnostní architektura | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"85
65
39",3,true
21,https://createmy-qr.com/tr/desteklenen-diller,"Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR (No Signup) | Desteklenen Diller
types.languages QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Desteklenen Diller | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"83
66
32",3,true
21,https://createmy-qr.com/es/facebook-generador-de-codigos-qr-gratis-online,"Generador de códigos QR Facebook: gratuito y personalizado | CreateMy-QR
Facebook - Generador de Códigos QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"72
62",2,true
21,https://createmy-qr.com/pt/,"CreateMy-QR | Todas as Ferramentas QR & Código de Barras em Um Só Lugar
CreateMy-QR | Todas as Ferramentas QR & Código de Barras em Um Só Lugar
home - Gerador de Código QR Grátis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,1,,,"71
71
55",3,true
21,https://createmy-qr.com/uk/telegram-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду Телеграма – безкоштовний і користувацький | CreateMy-QR
Телеграма - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
64",2,true
21,https://createmy-qr.com/it/vcard-generatore-di-codici-qr-gratis-online,"Generatore di codici QR vCard - Gratuito e personalizzato | CreateMy-QR
vCard - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
59",2,true
21,https://createmy-qr.com/ar/dwt-lmqrn,"مولد رمز الاستجابة السريعة مجاني - CreateMy-QR (No Signup) | أدوات المقارنة
types.compare QR Code Generator - مجاني ومخصص | CreateMy-QR
أدوات المقارنة | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
59
28",3,true
21,https://createmy-qr.com/nl/100-gratis-prijzen,"Gratis QR Code Generator Online - CreateMy-QR (No Signup) | 100% gratis prijzen
types.pricing QR-codegenerator - gratis en aangepast | CreateMy-QR
100% gratis prijzen | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"79
66
33",3,true
21,https://createmy-qr.com/pl/snapchat-darmowy-generator-kodow-qr-online,"Generator kodów QR Snapchata — bezpłatny i niestandardowy | CreateMy-QR
Snapchata - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
59",2,true
21,https://createmy-qr.com/es/politica-de-privacidad,"Generador de Códigos QR Gratis Online - CreateMy-QR (No Signup) | Política de privacidad
Generador de códigos QR types.privacy: gratuito y personalizado | CreateMy-QR
Política de privacidad | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"88
77
36",3,true
21,https://createmy-qr.com/fi/kayttotapaukset,"Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR (No Signup) | Käyttötapaukset
types.usecases QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Käyttötapaukset | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"81
74
29",3,true
21,https://createmy-qr.com/th/kh-kamhndainkaaraihbrikaar,"เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR (No Signup) | ข้อกำหนดในการให้บริการ
types.terms เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
ข้อกำหนดในการให้บริการ | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"87
62
36",3,true
21,https://createmy-qr.com/da/use-cases,"Gratis QR Kode Generator Online - CreateMy-QR (No Signup) | Use Cases
types.usecases QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
Use Cases | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"69
74
23",3,true
